#no	Lineage_Name	Alt_Lineage_Name	parasiteGenus	order	family	genus	species	subspecies	Host_Status	Host_Age	Host_Environment	continent	country	region	site	coordinates	found	tested	Reference_Name	comment
284	AFR103	 	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus abyssinicus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	4	Lutz et al 2015	Host_Collection_Number: 468127
466	AFR236	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus abyssinicus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	4	Lutz et al 2015	Host_Collection_Number: 468127
479	AFR248	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus abyssinicus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	4	Lutz et al 2015	Host_Collection_Number: 468130
481	AFTRU06	WAH32	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
482	AFTRU07	WA36	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
483	AFTRU08	WA38	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Cameroon	 	 	 	 	 	Beadell et al 2009	 
484	AFTRU09	WA40	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Cameroon	 	 	 	 	 	Beadell et al 2009	 
485	AFTRU09	P_AFTRU09	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	Resident	Unknown	Wild	Africa	Equatorial Guinea	 	Bioko Island	03°30.00000', 008°41.45000'	 	 	Loiseau et al 2017	 
486	AFTRU1	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
487	AFTRU1	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
488	AFTRU2	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
489	AFTRU2	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
490	AFTRU3	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
491	AFTRU3	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
492	AFTRU4	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
493	AFTRU4	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Cameroon	 	 	 	 	 	Hellgren et al 2007b	 
494	AFTRU4	WA37	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Gabon	 	 	 	 	 	Beadell et al 2009	 
495	AFTRU4	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus libonyana	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	3	Lutz et al 2015	Host_Collection_Number: 468123
496	AFTRU4	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus libonyana	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Vwaza Wildlife Reserve	-11°08.03300', 033°39.30700'	1	3	Lutz et al 2015	Host_Collection_Number: 468126
497	AFTRU4	P_AFTRU4	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	Resident	Unknown	Wild	Africa	Gabon	 	 	 	 	 	Loiseau et al 2017	 
498	AFTRU5	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Nigeria	 	 	 	 	 	Hellgren et al 2007b	 
500	AFTRU5	WA39	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	 	 	Wild	Africa	Cameroon	 	 	 	 	 	Beadell et al 2009	 
504	AFTRU5	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Unknown	Wild	Europe	Italy	 	 	 	1	73	Martinez-de la Puente et al 2015	in mosquito blood meals
505	AFTRU5	P_AFTRU5	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pelios	 	Resident	Unknown	Wild	Africa	Equatorial Guinea	 	Bioko Island	03°30.00000', 008°41.45000'	 	 	Loiseau et al 2017	 
507	AFTRU5	H237	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Africa	Morocco	 	 	 	1	13	Mata et al 2015	 
508	AFTRU5	H237	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Juvenile	Wild	Europe	Portugal	 	 	 	5	60	Mata et al 2015	 
509	AFTRU5	T	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Unknown	Wild	North America	United States	Nebraska	Platte River	40°48.00000', -098°26.00000'	1	1	Levin et al 2016	 
511	AFTRU5	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus unicolor	 	Migratory	Unknown	Wild	Asia	India	Uttarakhand	Dehradun	30°10.44540', 077°46.54950'	1	1	Ishtiaq et al 2017	 
643	ANLAT12	ANLA3	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	Migratory	Unknown	Wild	Europe	Germany	 	Mooswald Forest	48º00.00000', 007º51.00000'	1	12	Santiago-Alarcon et al 2016	 
701	APSPI01	ChH6,ChL1	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus falcklandii	 	 	 	Wild	South America	Chile	 	 	 	 	 	Merino et al 2008	 
1022	BT7	Rinchi-2	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus pallidus	 	 	 	Wild	Asia	Japan	 	 	 	1	2	Kim et al 2009a	 
1029	BT7	P43	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	 	 	Wild	North America	United States	Alaska	Anchorage	61°09.00000', -149°10.00000'	1	17	Loiseau et al 2012a	 
1048	BT7	P43,AMR.KGM64,P.AK01	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Unknown	Wild	North America	United States	Alaska	Fairbanks	64°52.00000', -147°44.00000'	 	 	Oakgrove et al 2014	 
1084	BT7	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	1	8	Galen et al unpubl	 
1085	BT7	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Elliott Highway Mile 99	65°17.33940', -149°17.44980'	1	5	Galen et al unpubl	 
1086	BT7	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Steese Highway Mile 35.8	65°09.80458', -147°19.27422'	3	9	Galen et al unpubl	 
1276	CAP3	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus pilaris	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2008	 
1358	CATMIN05	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Elliott Highway Mile 99	65°17.33940', -149°17.44980'	1	5	Galen et al unpubl	 
1371	CATUST05	TFUS05	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus fuscater	 	Resident	Unknown	Wild	South America	Colombia	Cundinamarca	Bosque Palacio	04°41.00000' , -073°50.00000' 	1	1	Gonzalez et al 2015	 
1373	CATUST05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Steese Highway Mile 35.8	65°09.80458', -147°19.27422'	1	9	Galen et al unpubl	 
1375	CATUST05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Unknown	Unknown	Wild	North America	United States	Michigan	 	 	 	 	Smith et al 2017	 
1392	CATUST06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Unknown	Unknown	Wild	North America	United States	Michigan	 	 	 	 	Smith et al 2017	 
1450	CATUST22	 	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Elliott Highway Mile 99	65°17.33940', -149°17.44980'	1	5	Galen et al unpubl	 
1973	COLBF28	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	2	8	Galen et al unpubl	 
1974	COLBF28	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway Corkscrew Creek	63°02.32860', -147°00.22320'	1	2	Galen et al unpubl	 
1975	COLBF32	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	1	8	Galen et al unpubl	 
2087	COLL2	 	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus mupinensis	 	Migratory	 	Wild	Asia	China	Gansu	 	 	1	4	Zehtindjiev et al 2013	 
2102	COLL2	 	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway near Seattle Creek	63°19.43100', -148°13.90860'	1	8	Galen et al unpubl	 
2364	CRIRUF01	H_CRIRUF01	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus olivaceofuscus	 	Resident	Unknown	Wild	Africa	São Tomé and Príncipe	São Tomé	 	 	 	 	Loiseau et al 2017	 
2379	CUKI1	H241	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus viscivorus	 	Resident	Adult	Wild	Africa	Morocco	 	 	 	2	4	Mata et al 2015	 
2815	DENPET03	DENPET03	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus leucomelas	 	 	 	Wild	South America	Brazil	 	Brasilandia de Minas	-17°01.00000', -045°54.00000'	1	 	Lacorte et al 2013	 
2816	DENPET03	DENPET03	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus rufiventris	 	 	 	Wild	South America	Brazil	 	Salto da Divisa	-15°59.00000', -039°57.00000'	1	 	Lacorte et al 2013	 
2853	DENPET03	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus hauxwelli	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
2860	DENPET03	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus hauxwelli	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
2869	DENPET03	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Unknown	Unknown	Wild	North America	United States	Michigan	 	 	 	 	Smith et al 2017	 
2967	ELALB02	ChP4	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus falcklandii	 	 	 	Wild	South America	Chile	 	 	 	 	 	Merino et al 2008	 
3325	GLYSPI06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus amaurochalinus	 	Resident	Adult	Wild	South America	Brazil	 	Jauru	-14°52.00000', -059°00.00000'	 	 	Fecchio et al 2017b	 
3329	GLYSPI06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus amaurochalinus	 	Resident	Unknown	Wild	South America	Brazil	 	COM	-13°48.00000', -059°41.00000'	 	 	Fecchio et al 2017a	 
3338	GLYSPI06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus amaurochalinus	 	Resident	Unknown	Wild	South America	Brazil	 	COM	-13°48.00000', -059°41.00000'	 	 	Fecchio et al 2017a	 
3339	GLYSPI06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus amaurochalinus	 	Resident	Unknown	Wild	South America	Brazil	 	COM	-13°48.00000', -059°41.00000'	 	 	Fecchio et al 2017a	 
3628	GRW06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	 	 	Pérez-Tris et al 2007	 
3629	GRW06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	 	 	Wild	Oceania	New Zealand	 	 	 	 	 	Pérez-Tris et al 2007	 
3655	GRW06	NZBrk,NZSIV,NZTM1	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	1	7	Howe et al 2012	 
3663	GRW06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	2	44	Ewen et al 2012	 
3664	GRW06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	 	 	Wild	Oceania	New Zealand	 	 	 	5	19	Ewen et al 2012	 
3667	GRW06	GRW06	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus leucomelas	 	 	 	Wild	South America	Brazil	 	Jequitinhonha	-16°26.00000', -041°00.00000'	1	 	Lacorte et al 2013	 
3670	GRW06	GRW06	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus leucomelas	 	 	 	Wild	South America	Brazil	 	Aracruz	-19°49.00000', -040°16.00000'	1	 	Lacorte et al 2013	 
3690	GRW06	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Unknown	Wild	Oceania	New Zealand	 	Nelson Lakes National Park	-41°48.10000', 172°51.95000'	1	31	Niebuhr et al 2016	 
4118	HAWF6	H152	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Europe	Portugal	 	 	 	1	60	Mata et al 2015	 
4385	ICTCAY02	39,40	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus amaurochalinus	 	 	 	Wild	South America	Uruguay	 	 	 	 	 	Durrant et al 2006	 
4398	ILABY01	H_ILABY01	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus pelios	 	Resident	Unknown	Wild	Africa	Equatorial Guinea	 	Bioko Island	03°30.00000', 008°41.45000'	 	 	Loiseau et al 2017	 
4453	LAIRI01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	New Mexico	El Malpais Conservation Area	34°50.00000', -108°09.00000'	2	2	Marroquin-Flores unpub	 
4545	LEPCOR04	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus hauxwelli	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
4586	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Europe	Portugal	Azores	Sao Miguel	37°42.00000', -025°30.00000'	4	47	Hellgren et al 2011	 
4588	LINN1	NZGSK,NZTM2	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	1	7	Howe et al 2012	 
4591	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	6	44	Ewen et al 2012	 
4592	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	 	 	Wild	Oceania	New Zealand	 	 	 	4	19	Ewen et al 2012	 
4596	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Unknown	Wild	Europe	Italy	 	 	 	6	73	Martinez-de la Puente et al 2015	in mosquito blood meals
4600	LINN1	H144	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Juvenile	Wild	Europe	Portugal	 	 	 	6	60	Mata et al 2015	 
4602	LINN1	H144	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	Resident	Juvenile	Wild	Europe	Portugal	 	 	 	1	4	Mata et al 2015	 
4604	LINN1	LINN1	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Migratory	Unknown	Wild	Europe	Germany	 	Mooswald Forest	48º00.00000', 007º51.00000'	2	21	Santiago-Alarcon et al 2016	 
4606	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Unknown	Wild	Oceania	New Zealand	 	Nelson Lakes National Park	-41°48.10000', 172°51.95000'	11	31	Niebuhr et al 2016	 
4607	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	Resident	Unknown	Wild	Oceania	New Zealand	 	Nelson Lakes National Park	-41°48.10000', 172°51.95000'	5	11	Niebuhr et al 2016	 
4608	LINN1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Unknown	Unknown	Wild	North America	United States	Michigan	 	 	 	 	Smith et al 2017	 
4833	METYR01	L_METHY_ 02,L_TFUS_11	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus fuscater	 	 	 	Wild	South America	Colombia	 	Monteredondo station	04°37.00000′, -073°43.00000′	 	 	Matta et al 2014a	 
4904	MTUR1	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus viscivorus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2008	 
4905	MTUR2	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus viscivorus	 	 	 	Wild	Europe	Sweden	 	 	 	 	 	Hellgren et al 2008	 
4982	MYIFLA02	SPOW6	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus flavipes	 	Resident	Unknown	Wild	South America	Colombia	 	Sierra Nevada de Santa Marta	10°45.00000', -073°40.00000'	1	2	Gonzales-Quevedo et al 2016	 
5040	MYRLEU01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus hauxwelli	 	Resident	Unknown	Wild	South America	Peru	 	CICRA	-12°34.00000', -070°05.00000'	 	 	Fecchio et al 2017a	 
5419	PADOM09	P11	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus rufiventris	 	 	 	Wild	South America	Uruguay	 	 	 	 	 	Beadell et al 2006	 
5428	PADOM09	6	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus rufiventris	 	 	 	Wild	South America	Uruguay	 	 	 	 	 	Durrant et al 2006	 
5508	PADOM11	Pla_bird_sp_10,Pla_bird_sp_12,Pla_bird_sp_14	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus fumigatus	 	 	 	Wild	Unknown	Unknown Country	 	 	 	 	 	Outlaw & Ricklefs 2009	 
5539	PADOM11	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Steese Highway Mile 35.8	65°09.80458', -147°19.27422'	1	9	Galen et al unpubl	 
5741	PARUS1	H022	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Juvenile	Wild	Asia	Armenia	 	Artavaz	40°36.60000', 044°34.80000'	1	2	Drovetski et al 2014	 
6450	POEATR01	 	Haemoproteus	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Denali Highway Corkscrew Creek	63°02.32860', -147°00.22320'	1	2	Galen et al unpubl	 
6836	RFF1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus abyssinicus	 	Resident	 	Wild	Africa	Malawi	Rumphi (Rumpil)	Nyika National Park	-10°35.30700', 033°48.67000'	1	4	Lutz et al 2015	Host_Collection_Number: 468128
7080	SEIAUR01	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	Migratory	Adult	Wild	North America	United States	Alaska	Steese Highway Mile 35.8	65°09.80458', -147°19.27422'	1	9	Galen et al unpubl	 
7583	SGS1	H011	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus viscivorus	 	Resident	Adult	Wild	Africa	Morocco	 	Azrou	33°24.00000', -005°12.60000'	1	2	Drovetski et al 2014	 
7605	SGS1	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Unknown	Wild	Europe	Italy	 	 	 	1	73	Martinez-de la Puente et al 2015	in mosquito blood meals
7632	SGS1	H011,H174	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus viscivorus	 	Resident	Adult	Wild	Africa	Morocco	 	 	 	1	4	Mata et al 2015	 
7868	SPMAG06	TRJB16	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus rufiventris	 	Resident	Unknown	Wild	South America	Brazil	Minas Gerais	Juiz de Fora	-21°43.00000', -043°22.00000'	 	 	Tostes et al 2018	 
7967	STUR1	 	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	 	 	Wild	Europe	Lithuania	 	 	 	 	 	Hellgren et al 2007b	 
7968	STUR1	H376	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	Resident	Adult	Wild	Europe	Portugal	 	 	 	1	4	Mata et al 2015	 
7970	STUR1	STUR1	Leucocytozoon	Passeriformes	Turdidae	Turdus	Turdus philomelos	 	Migratory	Unknown	Wild	Europe	Germany	 	Mooswald Forest	48º00.00000', 007º51.00000'	3	12	Santiago-Alarcon et al 2016	 
8176	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	 	 	Wild	North America	United States	 	 	 	 	 	Martinsen et al 2007	 
8177	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus migratorius	 	 	 	Wild	North America	United States	Vermont	 	 	 	 	Martinsen et al 2008	 
8178	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	 	 	Hellgren et al unpubl 3	 
8180	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Europe	Bulgaria	 	 	 	4	4	Dimitrov et al 2010	 
8184	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Europe	Portugal	Azores	Sao Miguel	37°42.00000', -025°30.00000'	21	47	Hellgren et al 2011	 
8194	SYAT05	NZKer,NZTM6,NZTM4	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	5	7	Howe et al 2012	 
8197	SYAT05	 	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	 	 	Wild	Oceania	New Zealand	 	 	 	17	44	Ewen et al 2012	 
8206	SYAT05	H235	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Asia	Armenia	 	Kaler	39°04.20000', 046°16.20000'	1	3	Drovetski et al 2014	 
8207	SYAT05	H235	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Asia	Armenia	 	Meghri	38°54.00000', 046°14.40000'	1	3	Drovetski et al 2014	 
8208	SYAT05	H235	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Africa	Morocco	 	Ait Mannsour	31°28.20000', -007°22.80000'	1	1	Drovetski et al 2014	 
8209	SYAT05	H235	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Africa	Morocco	 	Azrou	33°24.00000', -005°12.60000'	3	3	Drovetski et al 2014	 
8210	SYAT05	H235	Plasmodium	Passeriformes	Turdidae	Turdus	Turdus merula	 	Resident	Adult	Wild	Africa	Morocco	 	Derdara	35°07.20000', -005°18.00000'	2	2	Drovetski et al 2014	 
